date,product_code,customer_code,sold_quantity
2021-09-01,A0921150602,90002002,1298
2021-09-01,A0921150603,90002002,1131
2021-09-01,A0921150604,90002002,1216
2021-09-01,A1118150201,90002002,802
2021-09-01,A1118150202,90002002,464
2021-09-01,A1119150203,90002002,1183
2021-09-01,A1219150301,90002002,1097
2021-09-01,A1219150302,90002002,323
2021-09-01,A1219150303,90002002,722
2021-09-01,A1319150401,90002002,779
2021-09-01,A1320150402,90002002,427
2021-09-01,A1320150403,90002002,1282
2021-09-01,A1420150501,90002002,1199
2021-09-01,A1420150502,90002002,360
2021-09-01,A1421150503,90002002,597
2021-09-01,A1521150601,90002002,737
2021-09-01,A1521150602,90002002,1225
2021-09-01,A1521150603,90002002,193
2021-09-01,A1718150201,90002002,428
2021-09-01,A1718150202,90002002,134
2021-09-01,A1718150203,90002002,998
2021-09-01,A1718150204,90002002,980
2021-09-01,A1819150301,90002002,420
2021-09-01,A1819150302,90002002,829
2021-09-01,A1819150303,90002002,107
2021-09-01,A1819150304,90002002,780
2021-09-01,A1919150401,90002002,475
2021-09-01,A1919150402,90002002,422
2021-09-01,A1919150403,90002002,241
2021-09-01,A1920150404,90002002,710
2021-09-01,A2020150501,90002002,354
2021-09-01,A2020150502,90002002,687
2021-09-01,A2021150503,90002002,749
2021-09-01,A2021150504,90002002,138
2021-09-01,A2118150103,90002002,428
2021-09-01,A2118150104,90002002,216
2021-09-01,A2118150105,90002002,630
2021-09-01,A2118150106,90002002,545
2021-09-01,A2218150201,90002002,366
2021-09-01,A2218150202,90002002,868
2021-09-01,A2219150203,90002002,842
2021-09-01,A2219150204,90002002,723
2021-09-01,A2219150205,90002002,854
2021-09-01,A2219150206,90002002,1051
2021-09-01,A2319150301,90002002,923
2021-09-01,A2319150302,90002002,902
2021-09-01,A2319150303,90002002,721
2021-09-01,A2319150304,90002002,442
2021-09-01,A2319150305,90002002,407
2021-09-01,A2319150306,90002002,271
2021-09-01,A2419150401,90002002,749
2021-09-01,A2419150402,90002002,704
2021-09-01,A2419150403,90002002,673
2021-09-01,A2419150404,90002002,542
2021-09-01,A2419150405,90002002,143
2021-09-01,A2420150406,90002002,1011
2021-09-01,A2520150501,90002002,1056
2021-09-01,A2520150502,90002002,288
2021-09-01,A2520150503,90002002,1109
2021-09-01,A2520150504,90002002,297
2021-09-01,A2520150505,90002002,952
2021-09-01,A2520150506,90002002,1018
2021-09-01,A2620150601,90002002,288
2021-09-01,A2620150602,90002002,364
2021-09-01,A2620150603,90002002,887
2021-09-01,A2620150604,90002002,171
2021-09-01,A2620150605,90002002,1018
2021-09-01,A2620150606,90002002,1170
2021-09-01,A2720150701,90002002,687
2021-09-01,A2721150702,90002002,366
2021-09-01,A2721150703,90002002,580
2021-09-01,A2721150704,90002002,428
2021-09-01,A2721150705,90002002,174
2021-09-01,A2721150706,90002002,816
2021-09-01,A2821150801,90002002,274
2021-09-01,A2821150802,90002002,488
2021-09-01,A2821150803,90002002,1128
2021-09-01,A2821150804,90002002,747
2021-09-01,A2821150805,90002002,200
2021-09-01,A2821150806,90002002,290
2021-09-01,A2918150104,90002002,355
2021-09-01,A2918150105,90002002,1015
2021-09-01,A2918150106,90002002,977
2021-09-01,A3018150201,90002002,677
2021-09-01,A3018150202,90002002,374
2021-09-01,A3018150203,90002002,899
2021-09-01,A3019150204,90002002,985
2021-09-01,A3019150205,90002002,725
2021-09-01,A3019150206,90002002,755
2021-09-01,A3119150301,90002002,1032
2021-09-01,A3119150302,90002002,848
2021-09-01,A3119150303,90002002,150
2021-09-01,A3120150304,90002002,421
2021-09-01,A3120150305,90002002,448
2021-09-01,A3120150306,90002002,359
2021-09-01,A3220150401,90002002,214
2021-09-01,A3220150402,90002002,620
2021-09-01,A3220150403,90002002,275
2021-09-01,A3220150404,90002002,370
2021-09-01,A3220150405,90002002,514
2021-09-01,A3220150406,90002002,211
2021-09-01,A3320150501,90002002,913
2021-09-01,A3320150502,90002002,349
2021-09-01,A3320150503,90002002,258
2021-09-01,A3320150504,90002002,596
2021-09-01,A3320150505,90002002,577
2021-09-01,A3320150506,90002002,958
2021-09-01,A3420150601,90002002,920
2021-09-01,A3420150602,90002002,338
2021-09-01,A3421150603,90002002,658
2021-09-01,A3421150604,90002002,461
2021-09-01,A3421150605,90002002,905
2021-09-01,A3421150606,90002002,353
2021-09-01,A3521150701,90002002,835
2021-09-01,A3521150702,90002002,1011
2021-09-01,A3521150703,90002002,330
2021-09-01,A3521150704,90002002,987
2021-09-01,A3521150705,90002002,1007
2021-09-01,A3521150706,90002002,776
2021-09-01,A3621150801,90002002,258
2021-09-01,A3621150802,90002002,440
2021-09-01,A3621150803,90002002,537
2021-09-01,A3621150804,90002002,448
2021-09-01,A3621150805,90002002,440
2021-09-01,A3621150806,90002002,861
2021-09-01,A3718150101,90002002,210
2021-09-01,A3718150102,90002002,1023
2021-09-01,A3718150103,90002002,241
2021-09-01,A3718150105,90002002,725
2021-09-01,A3818150201,90002002,263
2021-09-01,A3818150202,90002002,615
2021-09-01,A3819150203,90002002,118
2021-09-01,A3819150205,90002002,447
2021-09-01,A3920150301,90002002,992
2021-09-01,A3920150302,90002002,493
2021-09-01,A3920150303,90002002,269
2021-09-01,A3920150305,90002002,364
2021-09-01,A4020150401,90002002,767
2021-09-01,A4020150402,90002002,357
2021-09-01,A4021150403,90002002,900
2021-09-01,A4021150404,90002002,607
2021-09-01,A4021150405,90002002,289
2021-09-01,A4118110105,90002002,126
2021-09-01,A4118110106,90002002,59
2021-09-01,A4118110107,90002002,72
2021-09-01,A4218110201,90002002,59
2021-09-01,A4218110202,90002002,76
2021-09-01,A4218110203,90002002,30
2021-09-01,A4218110204,90002002,115
2021-09-01,A4218110205,90002002,104
2021-09-01,A4218110206,90002002,93
2021-09-01,A4218110207,90002002,56
2021-09-01,A4218110208,90002002,78
2021-09-01,A4318110301,90002002,100
2021-09-01,A4319110302,90002002,50
2021-09-01,A4319110303,90002002,113
2021-09-01,A4319110304,90002002,91
2021-09-01,A4319110305,90002002,72
2021-09-01,A4319110306,90002002,61
2021-09-01,A4419110401,90002002,106
2021-09-01,A4419110402,90002002,43
2021-09-01,A4419110403,90002002,111
2021-09-01,A4419110404,90002002,54
2021-09-01,A4419110405,90002002,76
2021-09-01,A4419110406,90002002,54
2021-09-01,A4419110407,90002002,102
2021-09-01,A4419110408,90002002,96
2021-09-01,A4519110501,90002002,37
2021-09-01,A4519110502,90002002,28
2021-09-01,A4519110503,90002002,28
2021-09-01,A4520110504,90002002,78
2021-09-01,A4520110505,90002002,33
2021-09-01,A4520110506,90002002,98
2021-09-01,A4520110507,90002002,41
2021-09-01,A4520110508,90002002,119
2021-09-01,A4620110601,90002002,67
2021-09-01,A4620110602,90002002,65
2021-09-01,A4620110603,90002002,39
2021-09-01,A4620110604,90002002,35
2021-09-01,A4620110605,90002002,98
2021-09-01,A4620110606,90002002,35
2021-09-01,A4620110607,90002002,76
2021-09-01,A4620110608,90002002,63
2021-09-01,A4720110701,90002002,93
2021-09-01,A4720110702,90002002,26
2021-09-01,A4721110703,90002002,63
2021-09-01,A4721110704,90002002,37
2021-09-01,A4721110705,90002002,93
2021-09-01,A4721110706,90002002,74
2021-09-01,A4721110707,90002002,59
2021-09-01,A4721110708,90002002,50
2021-09-01,A4821110801,90002002,30
2021-09-01,A4821110802,90002002,100
2021-09-01,A4821110803,90002002,50
2021-09-01,A4821110804,90002002,56
2021-09-01,A4821110805,90002002,98
2021-09-01,A4821110806,90002002,111
2021-09-01,A4821110807,90002002,28
2021-09-01,A4821110808,90002002,33
2021-09-01,A4918110101,90002002,128
2021-09-01,A4918110102,90002002,72
2021-09-01,A4918110103,90002002,90
2021-09-01,A4918110104,90002002,46
2021-09-01,A5018110201,90002002,103
2021-09-01,A5018110202,90002002,149
2021-09-01,A5018110203,90002002,131
2021-09-01,A5018110204,90002002,136
2021-09-01,A5018110205,90002002,149
2021-09-01,A5018110206,90002002,28
2021-09-01,A5018110207,90002002,108
2021-09-01,A5019110208,90002002,131
2021-09-01,A5119110301,90002002,77
2021-09-01,A5119110302,90002002,92
2021-09-01,A5119110303,90002002,74
2021-09-01,A5119110305,90002002,100
2021-09-01,A5119110306,90002002,87
2021-09-01,A5119110307,90002002,141
2021-09-01,A5119110308,90002002,103
2021-09-01,A5219110401,90002002,103
2021-09-01,A5219110402,90002002,85
2021-09-01,A5219110403,90002002,36
2021-09-01,A5219110405,90002002,139
2021-09-01,A5219110406,90002002,103
2021-09-01,A5219110407,90002002,46
2021-09-01,A5220110408,90002002,56
2021-09-01,A5318110103,90002002,75
2021-09-01,A5318110104,90002002,50
2021-09-01,A5318110105,90002002,88
2021-09-01,A5318110106,90002002,48
2021-09-01,A5318110107,90002002,103
2021-09-01,A5318110108,90002002,30
2021-09-01,A5419110201,90002002,38
2021-09-01,A5419110202,90002002,65
2021-09-01,A5419110203,90002002,110
2021-09-01,A5419110204,90002002,68
2021-09-01,A5419110205,90002002,90
2021-09-01,A5419110206,90002002,141
2021-09-01,A5419110207,90002002,116
2021-09-01,A5419110208,90002002,65
2021-09-01,A5519110301,90002002,95
2021-09-01,A5520110305,90002002,43
2021-09-01,A5520110306,90002002,40
2021-09-01,A5520110307,90002002,131
2021-09-01,A5520110308,90002002,35
2021-09-01,A5620110401,90002002,113
2021-09-01,A5620110402,90002002,121
2021-09-01,A5621110403,90002002,128
2021-09-01,A5621110404,90002002,75
2021-09-01,A5621110405,90002002,110
2021-09-01,A5621110406,90002002,70
2021-09-01,A5621110407,90002002,118
2021-09-01,A5621110408,90002002,85
2021-09-01,A5721110501,90002002,110
2021-09-01,A5721110502,90002002,105
2021-09-01,A5721110503,90002002,85
2021-09-01,A5721110504,90002002,65
2021-09-01,A5721110505,90002002,143
2021-09-01,A5721110506,90002002,60
2021-09-01,A5721110507,90002002,30
2021-09-01,A5721110508,90002002,90
2021-09-01,A5820110101,90002002,87
2021-09-01,A5820110102,90002002,82
2021-09-01,A5820110103,90002002,28
2021-09-01,A5820110104,90002002,44
2021-09-01,A5820110106,90002002,92
2021-09-01,A5820110107,90002002,105
2021-09-01,A5921110201,90002002,123
2021-09-01,A5921110202,90002002,87
2021-09-01,A5921110203,90002002,90
2021-09-01,A5921110204,90002002,110
2021-09-01,A5921110205,90002002,95
2021-09-01,A5921110206,90002002,98
2021-09-01,A5921110207,90002002,103
2021-09-01,A5921110208,90002002,131
2021-09-01,A6018110103,90002002,78
2021-09-01,A6018110104,90002002,32
2021-09-01,A6018110105,90002002,128
2021-09-01,A6018110106,90002002,25
2021-09-01,A6019110107,90002002,66
2021-09-01,A6019110108,90002002,107
2021-09-01,A6119110201,90002002,114
2021-09-01,A6119110202,90002002,135
2021-09-01,A6119110203,90002002,71
2021-09-01,A6119110204,90002002,101
2021-09-01,A6120110205,90002002,132
2021-09-01,A6120110206,90002002,41
2021-09-01,A6120110207,90002002,37
2021-09-01,A6121110208,90002002,87
2021-09-01,A6219160103,90002002,366
2021-09-01,A6319160201,90002002,728
2021-09-01,A6319160202,90002002,306
2021-09-01,A6319160203,90002002,769
2021-09-01,A6419160301,90002002,398
2021-09-01,A6419160302,90002002,327
2021-09-01,A6419160303,90002002,638
2021-09-01,A6519160401,90002002,716
2021-09-01,A6520160402,90002002,246
2021-09-01,A6520160403,90002002,1136
2021-09-01,A6620160501,90002002,435
2021-09-01,A6620160502,90002002,152
2021-09-01,A6621160503,90002002,774
2021-09-01,A6720160103,90002002,169
2021-09-01,A6818160201,90002002,547
2021-09-01,A6818160202,90002002,636
2021-09-01,A6819160203,90002002,994
2021-09-01,A7219160201,90002002,332
2021-09-01,A7220160202,90002002,307
2021-09-01,A7220160203,90002002,135
2021-09-01,A7321160301,90002002,494
2021-09-01,A7321160302,90002002,613
2021-09-01,A7321160303,90002002,759
2021-08-01,A0118150101,90002002,88
2021-08-01,A0118150102,90002002,196
2021-08-01,A0118150103,90002002,50
2021-08-01,A0118150104,90002002,29
2021-08-01,A0219150201,90002002,95
2021-08-01,A0219150202,90002002,117
2021-08-01,A0220150203,90002002,54
2021-08-01,A0320150301,90002002,243
2021-08-01,A0321150302,90002002,75
2021-08-01,A0321150303,90002002,151
2021-08-01,A0418150103,90002002,140
2021-08-01,A0418150104,90002002,166
2021-08-01,A0418150105,90002002,163
2021-08-01,A0418150106,90002002,65
2021-08-01,A0519150201,90002002,187
2021-08-01,A0519150202,90002002,167
2021-08-01,A0519150203,90002002,93
2021-08-01,A0519150204,90002002,135
2021-08-01,A0519150205,90002002,82
2021-08-01,A0519150206,90002002,196
2021-08-01,A0519150207,90002002,105
2021-08-01,A0519150208,90002002,64
2021-08-01,A0619150301,90002002,52
2021-08-01,A0619150302,90002002,198
2021-08-01,A0620150303,90002002,94
2021-08-01,A0620150304,90002002,76
2021-08-01,A0620150305,90002002,28
2021-08-01,A0620150306,90002002,122
2021-08-01,A0621150307,90002002,120
2021-08-01,A0621150308,90002002,140
2021-08-01,A0721150401,90002002,129
2021-08-01,A0721150402,90002002,148
2021-08-01,A0721150403,90002002,126
2021-08-01,A0721150404,90002002,160
2021-08-01,A0821150501,90002002,138
2021-08-01,A0821150502,90002002,124
2021-08-01,A0821150503,90002002,176
2021-08-01,A0821150504,90002002,184
2021-08-01,A0921150601,90002002,125
2021-08-01,A1018150101,90002002,77
2021-08-01,A1018150102,90002002,173
2021-08-01,A1018150103,90002002,51
2021-08-01,A1118150201,90002002,127
2021-08-01,A1118150202,90002002,177
2021-08-01,A1119150203,90002002,154
2021-08-01,A1219150301,90002002,194
2021-08-01,A1219150302,90002002,82
2021-08-01,A1219150303,90002002,35
2021-08-01,A1319150401,90002002,112
2021-08-01,A1320150402,90002002,193
2021-08-01,A1320150403,90002002,109
2021-08-01,A1420150501,90002002,84
2021-08-01,A1420150502,90002002,139
2021-08-01,A1421150503,90002002,180
2021-08-01,A1521150601,90002002,168
2021-08-01,A1521150602,90002002,69
2021-08-01,A1618150101,90002002,33
2021-08-01,A1618150102,90002002,41
2021-08-01,A1618150103,90002002,129
2021-08-01,A1618150104,90002002,50
2021-08-01,A1718150201,90002002,131
2021-08-01,A1718150202,90002002,81
2021-08-01,A1718150203,90002002,106
2021-08-01,A1718150204,90002002,64
2021-08-01,A1819150301,90002002,115
2021-08-01,A1819150302,90002002,122
2021-08-01,A1819150303,90002002,75
2021-08-01,A1819150304,90002002,41
2021-08-01,A1919150401,90002002,62
2021-08-01,A1919150402,90002002,117
2021-08-01,A1919150403,90002002,38
2021-08-01,A1920150404,90002002,100
2021-08-01,A2020150501,90002002,102
2021-08-01,A2020150502,90002002,41
2021-08-01,A2021150503,90002002,35
2021-08-01,A2118150101,90002002,216
2021-08-01,A2118150102,90002002,287
2021-08-01,A2118150103,90002002,795
2021-08-01,A2118150104,90002002,815
2021-08-01,A2118150105,90002002,659
2021-08-01,A2118150106,90002002,820
2021-08-01,A2218150201,90002002,495
2021-08-01,A2218150202,90002002,349
2021-08-01,A2219150203,90002002,963
2021-08-01,A2219150204,90002002,853
2021-08-01,A2219150205,90002002,202
2021-08-01,A2219150206,90002002,401
2021-08-01,A2319150301,90002002,318
2021-08-01,A2319150302,90002002,705
2021-08-01,A2319150303,90002002,584
2021-08-01,A2319150304,90002002,828
2021-08-01,A2319150305,90002002,809
2021-08-01,A2319150306,90002002,293
2021-08-01,A2419150401,90002002,526
2021-08-01,A2419150402,90002002,196
2021-08-01,A2419150403,90002002,584
2021-08-01,A2419150404,90002002,279
2021-08-01,A2419150405,90002002,341
2021-08-01,A2420150406,90002002,643
2021-08-01,A2520150501,90002002,456
2021-08-01,A2520150502,90002002,441
2021-08-01,A2520150503,90002002,1015
2021-08-01,A2520150504,90002002,337
2021-08-01,A2520150505,90002002,639
2021-08-01,A2520150506,90002002,599
2021-08-01,A2620150601,90002002,458
2021-08-01,A2620150602,90002002,139
2021-08-01,A2620150603,90002002,755
2021-08-01,A2620150604,90002002,772
2021-08-01,A2620150605,90002002,603
2021-08-01,A2620150606,90002002,992
2021-08-01,A2720150701,90002002,817
2021-08-01,A2721150702,90002002,795
2021-08-01,A2721150703,90002002,125
2021-08-01,A2721150704,90002002,235
2021-08-01,A2721150705,90002002,146
2021-08-01,A2721150706,90002002,915
2021-08-01,A2821150801,90002002,214
2021-08-01,A2918150101,90002002,561
2021-08-01,A2918150102,90002002,206
2021-08-01,A2918150103,90002002,825
2021-08-01,A2918150104,90002002,620
2021-08-01,A2918150105,90002002,801
2021-08-01,A2918150106,90002002,692
2021-08-01,A3018150201,90002002,836
2021-08-01,A3018150202,90002002,385
2021-08-01,A3018150203,90002002,312
2021-08-01,A3019150204,90002002,741
2021-08-01,A3019150205,90002002,319
2021-08-01,A3019150206,90002002,720
2021-08-01,A3119150301,90002002,287
2021-08-01,A3119150302,90002002,389
2021-08-01,A3119150303,90002002,688
2021-08-01,A3120150304,90002002,736
2021-08-01,A3120150305,90002002,118
2021-08-01,A3120150306,90002002,486
2021-08-01,A3220150401,90002002,475
2021-08-01,A3220150402,90002002,803
2021-08-01,A3220150403,90002002,500
2021-08-01,A3220150404,90002002,146
2021-08-01,A3220150405,90002002,840
2021-08-01,A3220150406,90002002,456
2021-08-01,A3320150501,90002002,845
2021-08-01,A3320150502,90002002,102
2021-08-01,A3320150503,90002002,389
2021-08-01,A3320150504,90002002,509
2021-08-01,A3320150505,90002002,139
2021-08-01,A3320150506,90002002,100
2021-08-01,A3420150601,90002002,414
2021-08-01,A3420150602,90002002,583
2021-08-01,A3421150603,90002002,620
2021-08-01,A3421150604,90002002,546
2021-08-01,A3421150605,90002002,491
2021-08-01,A3421150606,90002002,517
2021-08-01,A3521150701,90002002,875
2021-08-01,A3521150702,90002002,614
2021-08-01,A3521150703,90002002,380
2021-08-01,A3521150704,90002002,611
2021-08-01,A3521150705,90002002,394
2021-08-01,A3718150101,90002002,53
2021-08-01,A3718150102,90002002,55
2021-08-01,A3718150103,90002002,38
2021-08-01,A3718150105,90002002,68
2021-08-01,A3818150201,90002002,71
2021-08-01,A3818150202,90002002,21
2021-08-01,A3819150203,90002002,76
2021-08-01,A3819150204,90002002,56
2021-08-01,A3819150205,90002002,54
2021-08-01,A3920150301,90002002,29
2021-08-01,A3920150302,90002002,31
2021-08-01,A3920150303,90002002,22
2021-08-01,A3920150304,90002002,71
2021-08-01,A3920150305,90002002,53
2021-08-01,A4020150401,90002002,62
2021-08-01,A4020150402,90002002,72
2021-08-01,A4021150403,90002002,34
2021-08-01,A4021150404,90002002,76
2021-08-01,A4021150405,90002002,44
2021-08-01,A4118110105,90002002,14
2021-08-01,A4118110106,90002002,8
2021-08-01,A4118110107,90002002,28
2021-08-01,A4218110201,90002002,23
2021-08-01,A4218110202,90002002,11
2021-08-01,A4218110203,90002002,33
2021-08-01,A4218110204,90002002,28
2021-08-01,A4218110205,90002002,8
2021-08-01,A4218110206,90002002,22
2021-08-01,A4218110207,90002002,28
2021-08-01,A4218110208,90002002,16
2021-08-01,A4318110301,90002002,32
2021-08-01,A4319110302,90002002,32
2021-08-01,A4319110303,90002002,28
2021-08-01,A4319110304,90002002,36
2021-08-01,A4319110305,90002002,34
2021-08-01,A4319110306,90002002,19
2021-08-01,A4419110401,90002002,25
2021-08-01,A4419110402,90002002,36
2021-08-01,A4419110403,90002002,39
2021-08-01,A4419110404,90002002,34
2021-08-01,A4419110405,90002002,28
2021-08-01,A4419110406,90002002,23
2021-08-01,A4419110407,90002002,9
2021-08-01,A4419110408,90002002,9
2021-08-01,A4519110501,90002002,13
2021-08-01,A4519110502,90002002,37
2021-08-01,A4519110503,90002002,39
2021-08-01,A4520110504,90002002,38
2021-08-01,A4520110505,90002002,28
2021-08-01,A4520110506,90002002,39
2021-08-01,A4520110507,90002002,30
2021-08-01,A4520110508,90002002,30
2021-08-01,A4620110601,90002002,37
2021-08-01,A4620110602,90002002,23
2021-08-01,A4620110603,90002002,31
2021-08-01,A4620110604,90002002,14
2021-08-01,A4620110605,90002002,13
2021-08-01,A4620110606,90002002,35
2021-08-01,A4620110607,90002002,32
2021-08-01,A4620110608,90002002,18
2021-08-01,A4720110701,90002002,9
2021-08-01,A4720110702,90002002,26
2021-08-01,A4721110703,90002002,32
2021-08-01,A4721110704,90002002,13
2021-08-01,A4721110705,90002002,23
2021-08-01,A4918110101,90002002,7
2021-08-01,A4918110102,90002002,21
2021-08-01,A4918110103,90002002,5
2021-08-01,A4918110104,90002002,18
2021-08-01,A5018110201,90002002,13
2021-08-01,A5018110202,90002002,19
2021-08-01,A5018110203,90002002,12
2021-08-01,A5018110204,90002002,22
2021-08-01,A5018110205,90002002,11
2021-08-01,A5018110206,90002002,6
2021-08-01,A5018110207,90002002,9
2021-08-01,A5019110208,90002002,21
2021-08-01,A5119110301,90002002,18
2021-08-01,A5119110302,90002002,17
2021-08-01,A5119110303,90002002,15
2021-08-01,A5119110305,90002002,23
2021-08-01,A5119110306,90002002,12
2021-08-01,A5119110307,90002002,17
2021-08-01,A5119110308,90002002,26
2021-08-01,A5219110401,90002002,13
2021-08-01,A5219110402,90002002,24
2021-08-01,A5219110403,90002002,25
2021-08-01,A5219110405,90002002,21
2021-08-01,A5219110406,90002002,7
2021-08-01,A5219110407,90002002,12
2021-08-01,A5220110408,90002002,9
2021-08-01,A5318110103,90002002,10
2021-08-01,A5318110104,90002002,12
2021-08-01,A5318110105,90002002,10
2021-08-01,A5318110106,90002002,7
2021-08-01,A5318110107,90002002,9
2021-08-01,A5318110108,90002002,14
2021-08-01,A5419110201,90002002,4
2021-08-01,A5419110202,90002002,6
2021-08-01,A5419110203,90002002,12
2021-08-01,A5419110204,90002002,14
2021-08-01,A5419110205,90002002,12
2021-08-01,A5419110206,90002002,4
2021-08-01,A5419110207,90002002,8
2021-08-01,A5419110208,90002002,10
2021-08-01,A5519110301,90002002,5
2021-08-01,A5519110302,90002002,10
2021-08-01,A5519110303,90002002,11
2021-08-01,A5519110304,90002002,6
2021-08-01,A5520110305,90002002,13
2021-08-01,A5520110306,90002002,13
2021-08-01,A5520110307,90002002,10
2021-08-01,A5520110308,90002002,16
2021-08-01,A5620110401,90002002,11
2021-08-01,A5620110402,90002002,6
2021-08-01,A5621110403,90002002,11
2021-08-01,A5621110404,90002002,8
2021-08-01,A5621110405,90002002,17
2021-08-01,A5621110406,90002002,4
2021-08-01,A5621110407,90002002,10
2021-08-01,A5621110408,90002002,3
2021-08-01,A5721110501,90002002,12
2021-08-01,A5721110502,90002002,11
2021-08-01,A5721110503,90002002,4
2021-08-01,A5721110504,90002002,5
2021-08-01,A5721110505,90002002,3
2021-08-01,A5721110506,90002002,16
2021-08-01,A5820110101,90002002,19
2021-08-01,A5820110102,90002002,14
2021-08-01,A5820110103,90002002,15
2021-08-01,A5820110104,90002002,19
2021-08-01,A5820110105,90002002,7
2021-08-01,A5820110106,90002002,21
2021-08-01,A5820110107,90002002,16
2021-08-01,A5821110108,90002002,13
2021-08-01,A6018110101,90002002,3
2021-08-01,A6018110102,90002002,5
2021-08-01,A6018110103,90002002,5
2021-08-01,A6018110104,90002002,4
2021-08-01,A6018110105,90002002,6
2021-08-01,A6018110106,90002002,5
2021-08-01,A6019110107,90002002,3
2021-08-01,A6019110108,90002002,1
2021-08-01,A6119110201,90002002,5
2021-08-01,A6119110202,90002002,6
2021-08-01,A6119110203,90002002,3
2021-08-01,A6119110204,90002002,5
2021-08-01,A6120110205,90002002,1
2021-08-01,A6120110206,90002002,3
2021-08-01,A6218160101,90002002,886
2021-08-01,A6218160102,90002002,270
2021-08-01,A6219160103,90002002,487
2021-08-01,A6319160201,90002002,743
2021-08-01,A6319160202,90002002,574
2021-08-01,A6319160203,90002002,449
2021-08-01,A6419160301,90002002,572
2021-08-01,A6419160302,90002002,926
2021-08-01,A6419160303,90002002,772
2021-08-01,A6519160401,90002002,778
2021-08-01,A6520160402,90002002,110
2021-08-01,A6520160403,90002002,940
2021-08-01,A6620160501,90002002,339
2021-08-01,A6720160103,90002002,433
2021-08-01,A6818160201,90002002,774
2021-08-01,A6818160202,90002002,1538
2021-08-01,A6819160203,90002002,436
2021-08-01,A7118160101,90002002,251
2021-08-01,A7119160102,90002002,454
2021-08-01,A7119160103,90002002,137
2021-08-01,A7219160201,90002002,531
2021-08-01,A7220160202,90002002,264
2021-08-01,A7220160203,90002002,586
2021-08-01,A7321160301,90002002,459
2021-08-01,A7321160302,90002002,193
2021-08-01,A7321160303,90002002,158
2021-06-01,A0118150101,90002002,205
2021-06-01,A0118150102,90002002,78
2021-06-01,A0118150103,90002002,48
2021-06-01,A0118150104,90002002,126
2021-06-01,A0219150201,90002002,40
2021-06-01,A0219150202,90002002,102
2021-06-01,A0220150203,90002002,31
2021-06-01,A0320150301,90002002,91
2021-06-01,A0321150302,90002002,70
2021-06-01,A0321150303,90002002,145
2021-06-01,A0418150103,90002002,108
2021-06-01,A0418150104,90002002,76
2021-06-01,A0418150105,90002002,84
2021-06-01,A0418150106,90002002,114
2021-06-01,A0519150201,90002002,58
2021-06-01,A0519150202,90002002,107
2021-06-01,A0519150203,90002002,156
2021-06-01,A0519150204,90002002,78
2021-06-01,A0519150205,90002002,144
2021-06-01,A0519150206,90002002,161
2021-06-01,A0519150207,90002002,126
2021-06-01,A0519150208,90002002,94
2021-06-01,A0619150301,90002002,119
2021-06-01,A0619150302,90002002,149
2021-06-01,A0620150303,90002002,87
2021-06-01,A0620150304,90002002,122
2021-06-01,A0620150305,90002002,25
2021-06-01,A0620150306,90002002,182
2021-06-01,A0621150307,90002002,57
2021-06-01,A0621150308,90002002,184
2021-06-01,A0721150401,90002002,119
2021-06-01,A0721150402,90002002,60
2021-06-01,A0721150403,90002002,188
2021-06-01,A0721150404,90002002,81
2021-06-01,A0821150501,90002002,63
2021-06-01,A0821150502,90002002,21
2021-06-01,A0821150503,90002002,154
2021-06-01,A0821150504,90002002,31
2021-06-01,A0921150601,90002002,132
2021-06-01,A1018150101,90002002,101
2021-06-01,A1018150102,90002002,86
2021-06-01,A1018150103,90002002,168
2021-06-01,A1118150201,90002002,24
2021-06-01,A1118150202,90002002,91
2021-06-01,A1119150203,90002002,77
2021-06-01,A1219150301,90002002,181
2021-06-01,A1219150302,90002002,127
2021-06-01,A1219150303,90002002,135
2021-06-01,A1319150401,90002002,160
2021-06-01,A1320150402,90002002,64
2021-06-01,A1320150403,90002002,123
2021-06-01,A1420150501,90002002,48
2021-06-01,A1420150502,90002002,54
2021-06-01,A1421150503,90002002,92
2021-06-01,A1521150601,90002002,184
2021-06-01,A1521150602,90002002,98
2021-06-01,A1618150101,90002002,124
2021-06-01,A1618150102,90002002,124
2021-06-01,A1618150103,90002002,116
2021-06-01,A1618150104,90002002,38
2021-06-01,A1718150201,90002002,67
2021-06-01,A1718150202,90002002,103
2021-06-01,A1718150203,90002002,58
2021-06-01,A1718150204,90002002,20
2021-06-01,A1819150301,90002002,98
2021-06-01,A1819150302,90002002,29
2021-06-01,A1819150303,90002002,58
2021-06-01,A1819150304,90002002,51
2021-06-01,A1919150401,90002002,61
2021-06-01,A1919150402,90002002,48
2021-06-01,A1919150403,90002002,76
2021-06-01,A1920150404,90002002,122
2021-06-01,A2020150501,90002002,134
2021-06-01,A2020150502,90002002,34
2021-06-01,A2021150503,90002002,142
2021-06-01,A2118150101,90002002,830
2021-06-01,A2118150102,90002002,778
2021-06-01,A2118150103,90002002,817
2021-06-01,A2118150104,90002002,892
2021-06-01,A2118150105,90002002,647
2021-06-01,A2118150106,90002002,701
2021-06-01,A2218150201,90002002,451
2021-06-01,A2218150202,90002002,483
2021-06-01,A2219150203,90002002,786
2021-06-01,A2219150204,90002002,345
2021-06-01,A2219150205,90002002,682
2021-06-01,A2219150206,90002002,401
2021-06-01,A2319150301,90002002,512
2021-06-01,A2319150302,90002002,1011
